MUNICIPIO,NOMBRE_MUNICIPIO,SECCION,CASILLA,NOMINAL,PAN,PRI,PRD,PVEM,PT,MC,PANAL,MORENA,PES,PAN_MC,PT_MORENA_PES,PT_MORENA,PT_PES,MORENA_PES,INDEPENDIENTE_1,INDEPENDIENTE_2,INDEPENDIENTE_3,INDEPENDIENTE_4,INDEPENDIENTE_5,INDEPENDIENTE_6,INDEPENDIENTE_7,INDEPENDIENTE_8,INDEPENDIENTE_9,INDEPENDIENTE_10,INDEPENDIENTE_11,INDEPENDIENTE_12,INDEPENDIENTE_13,INDEPENDIENTE_14,INDEPENDIENTE_15,INDEPENDIENTE_16,NO_REG,NULOS
23,GALEANA,1042,B1,390,141,104,0,0,1,6,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
23,GALEANA,1042,C1,389,131,95,0,0,1,5,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
23,GALEANA,1044,B1,688,292,42,0,0,7,6,0,12,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
23,GALEANA,1044,C1,687,272,35,0,0,6,11,0,14,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
23,GALEANA,1044,E1,300,136,91,0,0,1,2,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
23,GALEANA,1045,B1,637,232,130,0,0,5,6,0,23,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
23,GALEANA,1045,C1,637,256,111,0,0,5,5,0,18,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
23,GALEANA,1045,C2,637,235,112,0,0,3,6,0,21,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
24,SANTA ISABEL,1046,B1,623,227,144,0,0,1,2,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,24
24,SANTA ISABEL,1046,C1,623,221,167,1,0,1,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
24,SANTA ISABEL,1047,B1,433,148,74,0,0,0,0,0,9,0,2,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,14
24,SANTA ISABEL,1047,C1,432,143,94,1,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,14
24,SANTA ISABEL,1048,B1,512,269,63,0,0,1,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10
24,SANTA ISABEL,1049,B1,408,143,121,2,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11
24,SANTA ISABEL,1050,B1,669,231,128,0,0,6,3,0,16,1,3,0,0,0,1,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,16
24,SANTA ISABEL,1051,B1,273,106,53,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,15
24,SANTA ISABEL,1052,B1,270,119,32,0,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
25,GOMEZ FARIAS,1053,B1,613,41,85,3,48,13,5,0,46,30,0,5,3,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
25,GOMEZ FARIAS,1054,B1,605,33,87,3,50,24,4,0,57,36,0,10,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
25,GOMEZ FARIAS,1055,B1,719,38,88,3,50,37,5,0,79,27,0,18,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
25,GOMEZ FARIAS,1056,B1,382,17,48,0,33,18,4,0,39,13,0,10,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
25,GOMEZ FARIAS,1057,B1,621,46,81,5,47,14,3,0,79,25,0,7,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
25,GOMEZ FARIAS,1058,B1,406,32,69,2,30,10,3,0,47,17,1,10,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
25,GOMEZ FARIAS,1058,C1,405,26,57,0,45,7,3,0,40,15,0,4,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
25,GOMEZ FARIAS,1059,B1,685,43,84,3,59,47,13,0,65,39,1,5,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
25,GOMEZ FARIAS,1060,B1,485,39,52,1,17,28,2,0,53,24,2,12,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
25,GOMEZ FARIAS,1061,B1,469,36,71,1,23,19,1,0,64,13,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
25,GOMEZ FARIAS,1062,B1,173,12,22,1,15,8,1,0,19,3,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
25,GOMEZ FARIAS,1063,B1,220,14,24,1,12,7,0,0,14,6,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
25,GOMEZ FARIAS,1064,B1,202,12,41,1,8,5,1,0,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
25,GOMEZ FARIAS,1065,B1,543,69,82,3,21,10,3,0,65,28,1,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
25,GOMEZ FARIAS,1066,B1,131,11,16,1,6,11,1,0,12,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25,GOMEZ FARIAS,1067,B1,609,23,120,6,41,13,4,0,49,26,0,5,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
26,GRAN MORELOS,1069,B1,458,46,90,0,134,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
26,GRAN MORELOS,1070,B1,292,24,49,3,89,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
26,GRAN MORELOS,1071,B1,186,44,25,1,21,0,1,0,10,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
26,GRAN MORELOS,1072,B1,195,61,20,1,18,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
26,GRAN MORELOS,1073,B1,250,55,35,2,61,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
26,GRAN MORELOS,1074,B1,164,46,25,0,25,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
26,GRAN MORELOS,1075,B1,136,26,23,0,19,1,1,0,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
26,GRAN MORELOS,1076,B1,140,41,28,0,2,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
26,GRAN MORELOS,1077,B1,188,27,51,0,30,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
26,GRAN MORELOS,1078,B1,158,13,20,4,36,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
26,GRAN MORELOS,1079,B1,625,96,152,1,131,0,2,0,17,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
26,GRAN MORELOS,1080,B1,265,25,53,0,41,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
26,GRAN MORELOS,1081,B1,129,19,22,0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
27,GUACHOCHI,1082,B1,717,142,196,3,52,3,1,0,24,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,23
27,GUACHOCHI,1083,B1,683,109,197,0,80,5,0,0,17,3,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,30
27,GUACHOCHI,1083,C1,682,132,167,2,67,0,1,0,23,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,32
27,GUACHOCHI,1084,B1,599,79,172,2,84,2,4,0,25,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,25
27,GUACHOCHI,1084,C1,599,74,181,2,56,1,2,0,33,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
27,GUACHOCHI,1085,B1,578,130,160,6,45,0,2,0,16,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,19
27,GUACHOCHI,1086,B1,503,83,166,0,36,2,3,0,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,15
27,GUACHOCHI,1087,B1,493,69,126,2,50,1,1,0,22,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,19
27,GUACHOCHI,1087,C1,492,77,146,3,40,2,1,0,19,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,17
27,GUACHOCHI,1088,B1,475,104,152,2,35,1,1,0,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,11
27,GUACHOCHI,1088,S1,750,24,40,1,12,2,1,0,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9
27,GUACHOCHI,1089,B1,532,94,144,4,62,2,6,0,17,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,21
27,GUACHOCHI,1089,C1,532,78,136,2,69,3,3,0,9,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16
27,GUACHOCHI,1089,C2,531,68,123,2,70,4,2,0,18,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,17
27,GUACHOCHI,1090,B1,507,64,182,3,64,1,0,0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,15
27,GUACHOCHI,1090,C1,506,64,145,2,51,2,4,0,30,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,19
27,GUACHOCHI,1091,B1,563,68,140,4,62,1,3,0,7,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,26
27,GUACHOCHI,1091,C1,563,59,149,10,70,0,1,0,36,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,18
27,GUACHOCHI,1091,C2,563,66,169,3,60,2,2,0,27,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,18
27,GUACHOCHI,1092,B1,599,94,94,2,17,5,7,0,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,62
27,GUACHOCHI,1092,C1,598,80,99,2,25,8,5,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,65
27,GUACHOCHI,1093,B1,441,77,55,2,31,3,3,0,7,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,59
27,GUACHOCHI,1093,C1,440,66,61,2,34,1,1,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
27,GUACHOCHI,1094,B1,499,148,55,2,15,3,3,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,40
27,GUACHOCHI,1094,C1,499,155,67,1,16,2,2,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,28
27,GUACHOCHI,1095,B1,432,40,61,4,55,6,1,0,11,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,43
27,GUACHOCHI,1095,C1,431,41,44,0,57,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,48
27,GUACHOCHI,1096,B1,525,117,48,1,13,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,51
27,GUACHOCHI,1097,B1,714,63,144,0,54,5,2,0,48,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,72
27,GUACHOCHI,1097,C1,713,69,150,1,59,9,6,0,34,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,68
27,GUACHOCHI,1098,B1,710,82,103,3,65,3,10,0,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
27,GUACHOCHI,1098,C1,709,112,77,3,50,5,4,0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,61
27,GUACHOCHI,1098,C2,709,100,81,6,55,1,2,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,71
27,GUACHOCHI,1099,B1,372,23,59,0,24,8,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,50
27,GUACHOCHI,1100,B1,423,102,51,3,6,4,0,0,5,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26
27,GUACHOCHI,1100,C1,423,84,43,2,8,4,1,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
27,GUACHOCHI,1100,E1,173,42,13,0,6,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15
27,GUACHOCHI,1101,B1,518,96,98,0,31,6,2,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,74
27,GUACHOCHI,1101,C1,518,109,85,0,30,3,6,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,61
27,GUACHOCHI,1101,C2,518,111,89,3,26,3,3,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,51
27,GUACHOCHI,1102,B1,383,66,83,3,21,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,27
27,GUACHOCHI,1102,C1,382,101,69,1,16,0,2,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,40
27,GUACHOCHI,1103,B1,351,49,71,2,28,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,43
27,GUACHOCHI,1104,B1,442,117,69,0,25,4,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
27,GUACHOCHI,1104,C1,441,85,90,1,48,5,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,31
27,GUACHOCHI,1105,B1,479,102,70,4,36,7,2,0,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,65
27,GUACHOCHI,1106,B1,318,78,52,0,18,0,2,0,6,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,20
27,GUACHOCHI,1107,B1,617,118,115,5,58,1,1,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,40
27,GUACHOCHI,1107,C1,617,118,113,8,41,6,3,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,44
27,GUACHOCHI,1107,C2,617,134,96,3,42,1,3,0,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,42
27,GUACHOCHI,1108,B1,705,179,82,13,52,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,83
27,GUACHOCHI,1109,B1,330,15,42,0,15,3,3,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,45
27,GUACHOCHI,1110,B1,290,40,62,4,26,5,0,0,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,21
27,GUACHOCHI,1111,B1,595,74,119,4,32,3,1,0,34,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,34
27,GUACHOCHI,1112,B1,284,55,105,1,33,4,0,0,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,26
27,GUACHOCHI,1113,B1,396,82,93,5,15,1,2,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40
27,GUACHOCHI,1114,B1,629,75,144,2,23,9,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
27,GUACHOCHI,1114,C1,628,94,153,2,51,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,49
27,GUACHOCHI,1115,B1,287,37,74,0,11,3,3,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,29
27,GUACHOCHI,1116,B1,298,61,66,0,22,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,35
27,GUACHOCHI,1117,B1,506,102,113,3,17,2,1,0,7,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,53
27,GUACHOCHI,1117,C1,506,90,133,4,11,2,2,0,9,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,46
27,GUACHOCHI,1118,B1,557,80,47,3,81,7,4,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,42
27,GUACHOCHI,1118,C1,557,89,152,2,78,1,3,0,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,32
27,GUACHOCHI,1118,C2,556,95,126,3,66,2,4,0,9,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,31
27,GUACHOCHI,1118,E1,157,26,56,0,13,0,1,0,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13
27,GUACHOCHI,1119,B1,444,59,94,3,71,3,3,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,22
27,GUACHOCHI,1120,B1,463,59,144,3,36,4,8,0,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32
27,GUACHOCHI,1122,B1,369,55,105,1,33,4,0,0,9,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,25
27,GUACHOCHI,1123,B1,693,51,243,3,23,4,4,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,83
27,GUACHOCHI,1124,B1,225,49,62,2,11,0,2,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24
27,GUACHOCHI,1125,B1,334,72,95,2,11,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13
28,GUADALUPE,1126,B1,380,53,97,4,0,0,2,1,15,0,0,1,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
28,GUADALUPE,1126,C1,379,72,85,1,0,2,1,1,12,0,2,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
28,GUADALUPE,1127,B1,626,116,167,0,0,2,0,8,20,2,3,0,1,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
28,GUADALUPE,1128,B1,536,83,126,4,0,2,1,2,19,1,1,3,3,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
28,GUADALUPE,1129,B1,371,66,52,4,0,1,0,2,8,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
28,GUADALUPE,1130,B1,393,69,94,1,0,1,1,1,14,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
28,GUADALUPE,1130,C1,393,47,109,1,0,0,0,1,16,1,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
28,GUADALUPE,1131,B1,453,83,166,5,0,2,3,3,12,1,1,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
28,GUADALUPE,1132,B1,84,8,46,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
28,GUADALUPE,1132,E1,147,18,46,2,0,1,1,0,2,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
28,GUADALUPE,1134,B1,393,37,61,4,0,2,2,0,19,0,0,0,1,0,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
28,GUADALUPE,1134,E1,642,117,145,4,0,2,3,6,37,1,0,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
29,GUADALUPE Y CALVO,1135,B1,539,42,150,0,0,9,4,0,131,2,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
29,GUADALUPE Y CALVO,1135,C1,539,31,158,0,0,9,3,0,142,2,4,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
29,GUADALUPE Y CALVO,1136,B1,640,29,156,0,0,9,2,0,174,3,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
29,GUADALUPE Y CALVO,1136,C1,640,39,161,0,0,7,3,0,148,3,2,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
29,GUADALUPE Y CALVO,1136,C2,640,29,165,0,0,13,8,0,173,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
29,GUADALUPE Y CALVO,1136,C3,640,48,150,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
29,GUADALUPE Y CALVO,1136,C4,639,34,135,0,0,7,3,0,173,2,0,3,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
29,GUADALUPE Y CALVO,1137,B1,255,1,32,0,0,6,0,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,GUADALUPE Y CALVO,1138,B1,720,30,284,0,0,9,6,0,78,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
29,GUADALUPE Y CALVO,1139,B1,381,14,63,0,0,7,2,0,74,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
29,GUADALUPE Y CALVO,1139,C1,380,16,62,0,0,2,1,0,67,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
29,GUADALUPE Y CALVO,1139,E1,381,21,44,0,0,7,2,0,42,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
29,GUADALUPE Y CALVO,1139,E1 C1,380,21,44,0,0,8,2,0,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
29,GUADALUPE Y CALVO,1140,B1,418,56,107,0,0,7,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
29,GUADALUPE Y CALVO,1140,C1,417,30,116,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
29,GUADALUPE Y CALVO,1140,E1,393,36,123,0,0,5,0,0,32,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
29,GUADALUPE Y CALVO,1140,E1 C1,392,43,123,0,0,6,2,0,26,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
29,GUADALUPE Y CALVO,1142,B1,437,26,158,0,0,7,5,0,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
29,GUADALUPE Y CALVO,1142,C1,437,27,148,0,0,5,1,0,60,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
29,GUADALUPE Y CALVO,1143,B1,615,55,134,0,0,18,10,0,88,6,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
29,GUADALUPE Y CALVO,1143,C1,615,41,143,0,0,10,8,0,85,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
29,GUADALUPE Y CALVO,1143,C2,615,32,143,0,0,12,8,0,101,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
29,GUADALUPE Y CALVO,1144,B1,661,23,137,0,0,12,4,0,62,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
29,GUADALUPE Y CALVO,1144,C1,661,19,164,0,0,13,6,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
29,GUADALUPE Y CALVO,1145,B1,458,42,145,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
29,GUADALUPE Y CALVO,1146,B1,656,42,152,0,0,12,5,0,67,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
29,GUADALUPE Y CALVO,1146,C1,656,28,171,0,0,23,5,0,87,6,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34
29,GUADALUPE Y CALVO,1147,B1,683,30,146,0,0,6,3,0,135,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
29,GUADALUPE Y CALVO,1147,E1,350,11,46,0,0,5,3,0,95,5,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
29,GUADALUPE Y CALVO,1148,B1,416,20,90,0,0,22,7,0,92,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
29,GUADALUPE Y CALVO,1148,E1,670,28,106,0,0,13,11,0,140,0,1,1,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49
29,GUADALUPE Y CALVO,1149,B1,380,11,63,0,0,7,4,0,25,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
