MUNICIPIO,NOMBRE_MUNICIPIO,SECCION,CASILLA,NOMINAL,PAN,PRI,PRD,PVEM,PT,MC,PANAL,MORENA,PES,PAN_MC,PT_MORENA_PES,PT_MORENA,PT_PES,MORENA_PES,INDEPENDIENTE_1,INDEPENDIENTE_2,INDEPENDIENTE_3,INDEPENDIENTE_4,INDEPENDIENTE_5,INDEPENDIENTE_6,INDEPENDIENTE_7,INDEPENDIENTE_8,INDEPENDIENTE_9,INDEPENDIENTE_10,INDEPENDIENTE_11,INDEPENDIENTE_12,INDEPENDIENTE_13,INDEPENDIENTE_14,INDEPENDIENTE_15,INDEPENDIENTE_16,NO_REG,NULOS
19,CHIHUAHUA,595,C1,405,117,19,2,6,5,1,2,61,4,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
19,CHIHUAHUA,596,B1,614,86,35,6,4,18,5,6,87,6,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
19,CHIHUAHUA,596,C1,614,114,38,4,12,12,6,2,69,4,2,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
19,CHIHUAHUA,596,C2,614,116,37,5,15,13,5,6,91,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
19,CHIHUAHUA,596,C3,613,132,38,3,4,11,5,6,78,6,0,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
19,CHIHUAHUA,596,C4,613,122,39,6,5,5,3,2,74,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
19,CHIHUAHUA,596,E1,651,108,39,2,7,15,7,3,85,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
19,CHIHUAHUA,596,E1 C1,651,95,26,3,11,15,4,3,66,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
19,CHIHUAHUA,596,E1 C2,650,119,30,1,5,12,3,4,63,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
19,CHIHUAHUA,596,E1 C3,650,109,32,2,9,11,3,2,60,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
19,CHIHUAHUA,596,E2,610,102,56,2,11,12,2,1,52,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
19,CHIHUAHUA,596,E2 C1,610,114,33,2,3,14,4,6,53,3,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
19,CHIHUAHUA,596,E2 C2,609,109,37,4,4,9,4,5,49,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
19,CHIHUAHUA,596,E2 C3,609,118,45,3,6,13,5,6,49,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
19,CHIHUAHUA,597,B1,383,98,32,2,7,6,3,4,55,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
19,CHIHUAHUA,597,C1,383,95,26,3,3,6,4,3,37,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
19,CHIHUAHUA,598,B1,400,93,34,3,3,5,1,5,56,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
19,CHIHUAHUA,598,C1,400,80,24,1,6,10,4,8,73,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
19,CHIHUAHUA,599,B1,504,145,33,5,11,9,2,6,84,7,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
19,CHIHUAHUA,599,C1,504,153,39,0,7,8,8,8,79,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
19,CHIHUAHUA,600,B1,643,159,59,4,9,15,12,3,97,10,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
19,CHIHUAHUA,600,C1,643,163,40,4,6,13,10,9,82,9,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
19,CHIHUAHUA,601,B1,461,121,40,2,6,8,1,6,63,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
19,CHIHUAHUA,601,C1,460,121,31,0,8,5,11,7,82,9,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
19,CHIHUAHUA,602,B1,466,148,45,4,5,8,2,6,62,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
19,CHIHUAHUA,602,C1,466,123,43,4,14,8,7,6,77,4,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
19,CHIHUAHUA,603,B1,731,221,58,5,13,12,5,8,97,15,3,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
19,CHIHUAHUA,604,B1,731,166,55,4,8,10,10,12,94,6,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
19,CHIHUAHUA,604,C1,730,167,58,1,6,19,2,7,88,12,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15
19,CHIHUAHUA,604,C2,730,178,54,4,10,13,5,10,99,11,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
19,CHIHUAHUA,605,B1,561,150,34,2,11,7,6,3,86,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
19,CHIHUAHUA,605,C1,561,162,37,7,15,7,9,5,62,10,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
19,CHIHUAHUA,605,C2,560,176,39,5,10,9,8,5,70,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
19,CHIHUAHUA,605,E1,463,93,36,7,5,8,3,4,79,11,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
19,CHIHUAHUA,605,E1 C1,462,110,35,3,6,12,8,6,77,4,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
19,CHIHUAHUA,606,B1,715,152,55,5,12,14,4,10,86,9,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
19,CHIHUAHUA,607,B1,391,87,26,1,9,2,7,3,60,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
19,CHIHUAHUA,607,C1,391,99,19,0,4,4,4,3,40,5,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
19,CHIHUAHUA,608,B1,717,160,46,3,10,13,9,11,92,8,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
19,CHIHUAHUA,608,C1,717,172,43,5,14,9,6,7,122,5,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
19,CHIHUAHUA,608,C2,717,154,43,2,9,8,2,11,119,8,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
19,CHIHUAHUA,608,C3,716,138,50,2,11,15,9,10,109,13,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
19,CHIHUAHUA,608,C4,716,125,54,9,15,17,5,8,106,11,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
19,CHIHUAHUA,608,C5,716,159,51,6,14,4,6,19,90,9,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
19,CHIHUAHUA,608,S1,750,6,9,0,3,0,0,1,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,CHIHUAHUA,608,E1,748,157,42,8,15,9,5,12,89,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
19,CHIHUAHUA,608,E1 C1,747,162,41,7,20,18,12,7,103,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
19,CHIHUAHUA,608,E2,583,182,39,7,6,8,7,13,103,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
19,CHIHUAHUA,608,E2 C1,583,173,36,1,18,6,4,9,77,7,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
19,CHIHUAHUA,608,E2 C2,582,179,41,6,17,6,9,16,79,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
19,CHIHUAHUA,608,E2 C3,582,191,38,3,15,10,8,9,93,13,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
19,CHIHUAHUA,608,E3,619,213,33,3,8,7,9,12,79,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
19,CHIHUAHUA,608,E3 C1,619,210,22,3,10,8,12,10,92,12,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
19,CHIHUAHUA,608,E3 C2,619,190,37,3,14,10,8,9,94,13,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
19,CHIHUAHUA,608,E4,637,192,39,2,8,8,6,14,89,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
19,CHIHUAHUA,608,E4 C1,637,222,35,8,8,8,11,6,96,11,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
19,CHIHUAHUA,608,E4 C2,636,193,34,5,8,14,4,9,100,13,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
19,CHIHUAHUA,608,E5,638,231,42,2,6,12,8,13,94,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
19,CHIHUAHUA,608,E5 C1,638,241,37,3,13,4,7,15,106,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
19,CHIHUAHUA,608,E5 C2,638,235,40,4,7,4,10,16,113,8,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
19,CHIHUAHUA,608,E5 C3,637,217,50,4,10,9,7,5,116,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
19,CHIHUAHUA,608,E5 C4,637,236,37,1,8,3,2,10,123,5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
19,CHIHUAHUA,609,B1,662,101,52,3,10,10,8,4,96,10,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
19,CHIHUAHUA,609,C1,662,121,37,6,16,12,10,9,90,8,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
19,CHIHUAHUA,609,E1,653,164,37,3,16,7,10,10,101,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
19,CHIHUAHUA,609,E1 C1,653,156,38,6,14,3,5,5,99,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
19,CHIHUAHUA,609,E1 C2,653,134,41,6,18,9,8,10,108,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
19,CHIHUAHUA,609,E1 C3,652,122,31,1,13,9,7,11,117,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
19,CHIHUAHUA,609,E1 C4,652,147,48,4,10,8,5,12,80,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
19,CHIHUAHUA,609,E2,740,161,44,3,22,13,2,9,112,17,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
19,CHIHUAHUA,609,E2 C1,740,157,47,2,14,9,11,11,137,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
19,CHIHUAHUA,609,E2 C2,740,176,41,5,17,7,5,9,110,6,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
19,CHIHUAHUA,609,E2 C3,740,180,35,6,14,11,9,7,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,CHIHUAHUA,609,E2 C4,739,162,33,11,14,18,11,16,124,13,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17
19,CHIHUAHUA,609,E3,703,78,50,4,13,13,1,4,79,2,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
19,CHIHUAHUA,610,B1,572,129,27,2,10,12,6,8,84,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
19,CHIHUAHUA,610,C1,572,123,29,6,8,16,7,9,79,9,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
19,CHIHUAHUA,610,C2,572,124,26,4,11,7,8,4,66,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
19,CHIHUAHUA,610,E1,560,182,36,2,13,11,8,9,71,7,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
19,CHIHUAHUA,610,E2,533,90,34,4,14,15,9,9,73,10,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
19,CHIHUAHUA,610,E2 C1,532,113,25,1,10,17,5,5,74,6,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
19,CHIHUAHUA,610,E3,738,192,42,4,11,15,8,17,133,11,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
19,CHIHUAHUA,610,E4,718,186,45,9,15,3,8,8,88,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
19,CHIHUAHUA,610,E4 C1,718,178,48,16,8,6,9,13,140,9,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
19,CHIHUAHUA,610,E4 C2,718,194,38,10,11,18,6,15,108,8,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
19,CHIHUAHUA,610,E4 C3,717,182,48,12,18,10,9,9,108,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,CHIHUAHUA,610,E5,451,110,34,9,7,6,7,9,77,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
19,CHIHUAHUA,610,E5 C1,450,122,31,3,7,4,6,2,68,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
19,CHIHUAHUA,610,E6,537,171,34,4,10,4,4,7,71,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
19,CHIHUAHUA,610,E6  C1,536,170,40,4,9,12,6,12,77,12,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
19,CHIHUAHUA,611,B1,629,139,41,3,10,17,10,5,85,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
19,CHIHUAHUA,611,C1,628,130,41,3,12,14,6,9,89,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
19,CHIHUAHUA,611,C2,628,124,32,4,19,11,9,4,93,11,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14
19,CHIHUAHUA,611,C3,628,124,36,4,10,10,10,4,95,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21
19,CHIHUAHUA,611,E1,697,146,47,2,18,7,5,6,97,15,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15
19,CHIHUAHUA,611,E1 C1,696,146,43,1,15,9,5,5,101,12,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
19,CHIHUAHUA,611,E1 C2,696,127,49,3,16,22,5,9,104,10,3,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
19,CHIHUAHUA,611,E1 C3,696,133,40,4,10,18,6,8,104,12,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
19,CHIHUAHUA,612,B1,642,185,0,3,13,10,3,14,118,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
19,CHIHUAHUA,612,C1,642,198,53,2,9,11,9,8,92,8,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
19,CHIHUAHUA,612,C2,641,175,68,3,16,7,11,8,114,17,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
19,CHIHUAHUA,612,C3,641,214,58,0,9,9,4,10,100,10,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
19,CHIHUAHUA,612,C4,641,174,68,3,14,7,11,8,115,17,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
19,CHIHUAHUA,612,C5,641,181,49,3,19,10,5,15,86,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
19,CHIHUAHUA,612,E1,633,166,41,3,13,13,5,5,96,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
19,CHIHUAHUA,612,E1 C1,633,182,41,4,9,3,4,10,91,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
19,CHIHUAHUA,612,E1 C2,632,185,44,3,9,13,5,7,105,9,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
19,CHIHUAHUA,613,B1,552,134,38,3,10,8,6,12,69,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
19,CHIHUAHUA,613,C1,551,156,34,6,10,5,6,13,65,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
19,CHIHUAHUA,613,E1,501,90,40,1,8,6,4,5,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
19,CHIHUAHUA,613,E1 C1,500,108,29,7,6,11,3,9,63,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
19,CHIHUAHUA,613,E1 C2,500,100,27,7,8,9,5,8,72,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
19,CHIHUAHUA,613,E2,641,170,50,3,11,13,9,10,112,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
19,CHIHUAHUA,613,E2 C1,640,175,51,6,6,17,8,12,108,12,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
19,CHIHUAHUA,613,E2 C2,640,194,40,8,12,2,5,8,84,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
19,CHIHUAHUA,613,E2 C3,640,185,49,6,11,12,5,11,101,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
19,CHIHUAHUA,614,B1,507,108,31,6,7,13,5,9,68,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
19,CHIHUAHUA,614,C1,507,82,34,8,8,13,6,5,93,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
19,CHIHUAHUA,614,C2,507,104,25,5,5,20,5,6,62,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
19,CHIHUAHUA,615,B1,470,75,29,1,4,9,8,9,85,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
19,CHIHUAHUA,615,C1,470,87,24,3,8,11,3,5,77,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
19,CHIHUAHUA,616,B1,670,155,41,3,12,13,10,15,78,9,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
19,CHIHUAHUA,616,C1,669,181,30,5,7,11,5,7,102,12,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
19,CHIHUAHUA,617,B1,551,155,38,5,7,9,8,6,74,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
19,CHIHUAHUA,617,C1,550,120,39,4,12,14,5,3,87,8,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
19,CHIHUAHUA,617,C2,550,138,30,3,6,14,4,7,81,7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
19,CHIHUAHUA,618,B1,450,103,37,2,8,3,11,7,69,7,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
19,CHIHUAHUA,618,C1,449,125,30,1,8,5,3,11,82,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
19,CHIHUAHUA,619,B1,484,148,27,2,12,6,5,4,73,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
19,CHIHUAHUA,619,C1,483,139,31,3,11,3,5,7,62,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
19,CHIHUAHUA,620,B1,444,119,25,3,5,9,3,3,68,8,2,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
19,CHIHUAHUA,620,C1,443,129,30,1,7,10,4,4,59,14,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
19,CHIHUAHUA,621,B1,728,216,50,11,11,10,5,7,83,8,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
19,CHIHUAHUA,621,C1,728,243,46,10,13,2,5,5,77,7,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
19,CHIHUAHUA,621,C2,727,243,55,7,7,8,7,6,98,5,5,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10
19,CHIHUAHUA,621,C3,727,226,52,11,6,9,8,5,110,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
19,CHIHUAHUA,621,C4,727,226,37,10,11,10,4,4,100,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
19,CHIHUAHUA,622,B1,387,143,37,4,5,9,7,3,67,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
19,CHIHUAHUA,623,B1,615,179,31,1,10,7,6,4,92,8,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
19,CHIHUAHUA,623,C1,615,205,41,2,7,6,5,6,79,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
19,CHIHUAHUA,623,C2,615,194,32,4,5,5,5,12,95,10,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
19,CHIHUAHUA,623,C3,614,183,33,1,11,6,7,11,100,8,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
19,CHIHUAHUA,624,B1,377,127,38,1,4,5,8,5,59,14,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
19,CHIHUAHUA,624,C1,377,120,26,5,6,2,11,7,56,5,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
19,CHIHUAHUA,625,B1,401,125,29,2,8,8,4,7,57,4,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
19,CHIHUAHUA,625,C1,400,142,23,2,6,5,4,2,60,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
19,CHIHUAHUA,626,B1,583,133,31,2,11,9,3,16,85,11,1,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
19,CHIHUAHUA,626,C1,582,128,37,5,17,8,9,7,97,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
19,CHIHUAHUA,626,C2,582,100,38,8,12,8,1,10,84,10,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
19,CHIHUAHUA,627,B1,393,100,27,3,11,7,4,5,43,9,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
19,CHIHUAHUA,627,C1,393,113,26,2,6,7,8,4,57,3,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
19,CHIHUAHUA,628,B1,686,163,29,1,16,12,4,5,116,9,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
19,CHIHUAHUA,629,B1,691,161,45,4,9,17,5,14,109,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11
19,CHIHUAHUA,630,B1,692,120,46,3,8,13,14,10,96,8,5,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
19,CHIHUAHUA,631,B1,386,83,27,0,5,8,3,3,49,3,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
19,CHIHUAHUA,631,C1,386,93,28,6,4,9,2,2,37,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
19,CHIHUAHUA,632,B1,726,160,71,5,11,6,8,9,113,6,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
19,CHIHUAHUA,633,B1,649,120,57,8,8,25,8,8,89,8,0,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
19,CHIHUAHUA,633,C1,648,97,44,8,12,19,5,2,96,5,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,CHIHUAHUA,634,B1,572,112,31,4,12,10,9,5,90,9,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
19,CHIHUAHUA,635,B1,516,114,40,6,13,6,7,13,72,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
19,CHIHUAHUA,636,B1,384,99,26,1,7,9,4,5,50,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
19,CHIHUAHUA,636,C1,384,86,34,1,6,4,4,7,71,4,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
