MUNICIPIO,SECCION,CASILLA,PAN,PRI_PVEM_PTP_PANAL,PRD,MC,MORENA,INDEPENDIENTE,NO_REG,NULOS
JUAREZ,2195,C6,47,75,5,5,5,51,10,204
JUAREZ,2196,B,54,109,2,5,12,0,0,0
JUAREZ,2196,C1,48,72,5,9,9,0,0,0
JUAREZ,2197,B,43,100,3,8,6,0,0,0
JUAREZ,2197,C1,49,91,0,6,12,28,0,18
JUAREZ,2197,C2,35,32,2,8,5,34,0,8
JUAREZ,2197,C3,35,94,6,6,4,32,0,11
JUAREZ,2711,B,144,83,6,11,12,106,0,12
JUAREZ,2711,C1,110,110,8,16,16,89,0,11
JUAREZ,2711,C2,118,80,5,9,15,110,2,6
JUAREZ,2711,C3,114,78,5,14,13,106,2,8
JUAREZ,2711,C4,117,70,5,17,11,100,1,1
JUAREZ,2711,C5,142,72,3,11,21,102,5,11
JUAREZ,2711,C6,133,70,4,19,20,113,0,6
JUAREZ,2711,C7,105,76,7,16,21,120,2,12
JUAREZ,2711,C8,111,74,2,15,21,111,1,12
JUAREZ,2711,C9,112,90,5,21,14,115,3,6
JUAREZ,2712,B,53,44,3,8,14,52,4,6
JUAREZ,2712,C1,71,52,2,9,11,53,0,7
JUAREZ,2713,B,106,69,2,16,11,91,1,7
JUAREZ,2713,C1,101,88,5,23,10,102,4,5
JUAREZ,2713,C2,98,70,4,11,8,101,1,5
JUAREZ,2713,C3,106,67,4,11,23,107,4,9
JUAREZ,2714,B,90,74,4,11,14,91,6,8
JUAREZ,2714,C1,93,74,1,10,18,83,1,6
JUAREZ,2715,B,60,48,4,13,8,50,0,10
JUAREZ,2715,C1,44,59,3,13,11,65,5,2
JUAREZ,2716,B,100,94,5,8,24,93,9,13
JUAREZ,2717,B,84,70,2,12,10,78,1,8
JUAREZ,2718,B,69,61,2,10,7,51,0,6
JUAREZ,2718,C1,70,57,4,10,8,69,0,6
JUAREZ,2719,B,92,66,3,15,14,87,0,6
JUAREZ,2719,C1,98,68,5,17,12,85,5,7
JUAREZ,2720,B,56,58,0,9,7,75,0,8
JUAREZ,2720,C1,60,53,1,9,5,75,4,7
JUAREZ,2721,B,86,68,1,4,1,108,0,1
JUAREZ,2722,B,83,59,5,7,8,85,1,2
JUAREZ,2722,C1,70,51,2,9,11,110,0,6
JUAREZ,2723,B,54,55,3,11,5,71,2,5
JUAREZ,2723,C1,49,58,4,11,11,65,0,11
JUAREZ,2724,B,90,71,0,18,14,110,2,10
JUAREZ,2725,B,69,58,0,6,13,71,1,8
JUAREZ,2725,C1,58,52,5,3,5,77,5,6
JUAREZ,2726,B,34,48,6,6,6,79,0,0
JUAREZ,2726,C1,82,70,7,10,9,75,5,4
JUAREZ,2727,B,60,64,1,11,11,54,0,11
JUAREZ,2727,C1,46,57,4,9,12,63,0,9
JUAREZ,2728,B,109,74,4,14,13,114,0,8
JUAREZ,2729,B,85,66,1,10,11,76,3,4
JUAREZ,2729,C1,87,72,1,11,8,83,0,10
JUAREZ,2730,B,126,95,11,11,6,109,6,16
JUAREZ,2731,B,107,75,2,12,19,105,6,5
JUAREZ,2731,C1,111,77,3,12,15,90,3,7
JUAREZ,2732,B,46,94,1,12,8,81,7,13
JUAREZ,2733,B,88,82,3,7,12,59,0,0
JUAREZ,2733,C1,65,88,2,18,14,64,6,14
JUAREZ,2734,B,68,41,2,5,15,57,0,9
JUAREZ,2734,C1,53,61,1,11,15,51,0,18
JUAREZ,2735,B,88,63,2,24,13,59,0,9
JUAREZ,2736,B,79,59,4,13,7,56,1,14
JUAREZ,2736,C1,71,66,6,15,7,56,0,20
JUAREZ,2737,B,42,56,2,11,9,44,6,6
JUAREZ,2737,C1,55,54,1,9,9,41,2,10
JUAREZ,2738,B,48,57,2,8,6,49,5,10
JUAREZ,2738,C1,55,54,1,3,7,32,2,8
JUAREZ,2739,B,65,54,1,16,14,63,1,6
JUAREZ,2739,C1,79,53,6,13,18,59,0,9
JUAREZ,2740,B,53,88,5,14,18,59,6,9
JUAREZ,2740,C1,69,60,3,9,9,70,2,10
JUAREZ,2741,B,72,63,5,5,6,63,2,15
JUAREZ,2741,C1,68,51,0,4,11,76,3,2
JUAREZ,2742,B,76,42,1,6,8,85,0,9
JUAREZ,2742,C1,62,75,3,7,6,66,4,9
JUAREZ,2743,B,69,74,6,20,14,68,2,12
JUAREZ,2744,B,56,46,2,7,8,58,0,7
JUAREZ,2744,C1,53,50,4,11,3,60,3,6
JUAREZ,2745,B,102,100,3,8,6,135,3,10
JUAREZ,2746,B,164,67,4,16,11,110,4,10
JUAREZ,2747,B,104,177,5,25,10,85,0,14
JUAREZ,2748,B,84,36,1,12,7,99,1,8
JUAREZ,2748,C1,82,44,3,13,18,60,0,4
JUAREZ,2749,B,54,42,2,11,9,77,0,0
JUAREZ,2749,C1,51,38,0,5,3,84,3,4
JUAREZ,2750,B,93,87,2,15,9,110,0,8
JUAREZ,2751,B,51,48,1,11,12,74,2,3
JUAREZ,2751,C1,56,60,2,13,10,59,1,11
JUAREZ,2752,B,99,76,5,10,18,82,0,9
JUAREZ,2752,C1,80,67,5,12,23,89,0,13
JUAREZ,2752,C2,93,69,1,6,13,82,12,0
JUAREZ,2753,B,101,90,2,9,15,86,0,16
JUAREZ,2754,B,61,41,0,6,11,45,8,5
JUAREZ,2754,C1,60,46,0,4,5,56,3,5
JUAREZ,2755,B,36,43,7,11,11,51,0,11
JUAREZ,2755,C1,67,55,4,8,7,52,1,6
JUAREZ,2756,B,69,39,4,14,9,65,3,4
JUAREZ,2756,C1,80,38,1,9,4,55,0,0
JUAREZ,2757,B,55,38,3,8,5,52,0,6
JUAREZ,2757,C1,57,38,3,11,13,41,0,7
JUAREZ,2758,B,50,40,2,10,8,64,0,4
JUAREZ,2758,C1,51,36,2,11,9,68,0,3
JUAREZ,2759,B,42,40,2,7,10,46,4,7
JUAREZ,2759,C1,41,41,0,9,11,45,0,7
JUAREZ,2760,B,56,81,2,23,14,71,0,10
JUAREZ,2760,C1,68,75,3,13,8,0,0,9
JUAREZ,2761,B,79,90,4,12,0,63,0,10
JUAREZ,2761,C1,54,74,4,15,8,72,0,8
JUAREZ,2761,C2,73,79,4,12,11,53,4,13
JUAREZ,2762,B,62,54,0,11,11,76,0,12
JUAREZ,2763,B,63,43,5,9,10,62,4,9
JUAREZ,2763,C1,51,39,2,6,6,76,0,4
JUAREZ,2764,B,51,45,3,8,6,49,1,5
JUAREZ,2764,C1,56,53,3,10,10,55,5,4
JUAREZ,2765,B,90,79,1,8,13,98,2,8
JUAREZ,2766,B,44,52,5,7,11,54,0,9
JUAREZ,2766,C1,46,62,2,12,8,46,3,6
JUAREZ,2767,B,52,56,3,5,7,63,4,7
JUAREZ,2767,C1,51,35,0,8,12,75,1,2
JUAREZ,2768,B,61,65,9,4,11,56,0,3
JUAREZ,2768,C1,56,45,2,5,5,61,1,8
JUAREZ,2769,B,64,72,6,10,9,66,4,4
JUAREZ,2769,C1,69,57,8,10,11,66,1,3
JUAREZ,2770,B,69,55,3,8,10,51,3,17
JUAREZ,2770,C1,53,60,1,9,4,61,4,10
JUAREZ,2771,B,73,57,5,11,9,82,0,6
JUAREZ,2771,C1,80,55,2,12,11,56,2,9
JUAREZ,2772,B,60,56,2,7,7,53,1,11
JUAREZ,2772,C1,46,57,3,10,12,55,0,10
JUAREZ,2773,B,52,62,4,11,13,49,3,9
JUAREZ,2773,C1,65,60,5,7,10,64,0,8
JUAREZ,2774,B,55,63,3,10,11,51,1,2
JUAREZ,2774,C1,73,47,3,8,6,0,0,0
JUAREZ,2775,B,82,52,3,13,26,80,0,5
JUAREZ,2775,C1,86,55,2,11,3,87,0,6
JUAREZ,2775,ES1,11,47,0,1,4,24,0,0
JUAREZ,2776,B,60,44,1,8,10,54,0,8
JUAREZ,2776,C1,68,50,3,5,11,53,0,5
JUAREZ,2777,B,44,53,4,12,15,49,1,3
JUAREZ,2777,C1,55,41,2,16,8,55,3,12
JUAREZ,2778,B,76,80,3,12,9,74,0,5
JUAREZ,2778,C1,81,61,3,6,11,69,1,8
JUAREZ,2779,B,48,77,1,12,11,37,2,10
JUAREZ,2779,C1,47,56,1,10,8,55,1,1
JUAREZ,2780,B,102,80,5,5,16,47,7,16
JUAREZ,2781,B,84,78,5,20,13,54,5,11
JUAREZ,2781,C1,81,77,4,11,20,52,9,15
JUAREZ,2781,C2,69,124,6,25,20,0,0,1
JUAREZ,2781,C3,83,67,3,17,17,51,0,0
JUAREZ,2781,C4,96,75,2,16,11,68,0,23
JUAREZ,2781,C5,85,76,8,9,15,56,6,14
JUAREZ,2781,C6,87,76,4,24,9,50,5,6
JUAREZ,2781,C7,82,74,5,6,12,56,0,11
JUAREZ,2781,C8,89,72,5,17,17,55,0,18
JUAREZ,2782,B,62,68,5,9,10,76,8,5
JUAREZ,2782,C1,67,68,2,14,12,89,5,21
JUAREZ,2782,C2,72,85,7,10,14,64,7,7
JUAREZ,2782,C3,74,67,6,9,6,93,0,9
JUAREZ,2782,C4,71,65,10,11,16,75,1,7
JUAREZ,2782,C5,68,55,3,17,11,69,2,8
JUAREZ,2782,C6,57,61,5,22,23,69,7,9
JUAREZ,2782,C7,76,62,2,15,13,79,5,6
JUAREZ,2783,B,52,76,1,14,11,38,9,13
JUAREZ,2784,B,32,81,5,8,4,28,1,17
JUAREZ,2784,C1,37,64,0,8,7,25,0,12
JUAREZ,2785,B,69,119,1,18,16,62,0,27
JUAREZ,2786,B,67,86,0,8,10,52,5,10
JUAREZ,2786,C1,57,73,1,7,10,63,2,12
JUAREZ,2787,B,52,55,0,12,7,37,1,10
JUAREZ,2787,C1,38,57,3,10,7,0,0,11
JUAREZ,2788,B,75,62,4,20,9,64,0,20
JUAREZ,2788,C1,69,87,5,15,3,62,3,17
JUAREZ,2789,B,72,77,1,6,5,52,1,13
JUAREZ,2789,C1,84,86,1,11,10,44,1,12
JUAREZ,2790,B,66,48,4,4,12,40,2,5
JUAREZ,2790,C1,68,66,2,14,8,48,0,9
JUAREZ,2791,B,63,82,3,12,7,64,3,9
JUAREZ,2791,C1,58,75,3,9,10,77,1,10
JUAREZ,2792,B,55,53,1,9,0,43,3,6
JUAREZ,2792,C1,61,41,4,7,14,50,0,5
JUAREZ,2793,B,65,46,7,11,12,64,0,7
JUAREZ,2793,C1,63,56,1,6,5,74,3,2
JUAREZ,2794,B,32,81,5,8,4,28,1,17
JUAREZ,2794,C1,54,41,1,11,15,54,0,9
JUAREZ,2795,B,77,58,4,10,16,59,6,10
JUAREZ,2795,C1,68,52,3,18,16,56,0,6
JUAREZ,2796,B,62,47,3,5,18,69,3,4
JUAREZ,2796,C1,68,45,0,11,19,0,0,12
JUAREZ,2796,C2,53,59,1,7,12,55,0,14
JUAREZ,2797,B,54,69,3,10,14,75,5,4
JUAREZ,2797,C1,69,78,8,16,8,62,0,15
JUAREZ,2798,B,63,52,1,5,9,49,2,6
JUAREZ,2799,B,65,42,6,8,11,52,2,1
JUAREZ,2799,C1,57,46,3,11,9,38,0,5
JUAREZ,2800,B,73,67,3,9,20,90,0,12
JUAREZ,2801,B,77,88,5,12,12,87,0,9
JUAREZ,2802,B,64,57,1,12,5,62,4,5
JUAREZ,2802,C1,73,54,4,12,17,58,0,9
JUAREZ,2803,B,70,63,6,8,11,60,0,6
JUAREZ,2803,C1,78,62,5,5,12,64,0,4
JUAREZ,2804,B,47,57,4,13,0,63,0,9
JUAREZ,2804,C1,55,51,4,8,14,58,0,9
JUAREZ,2805,B,56,54,0,11,10,52,0,12
JUAREZ,2805,C1,63,46,4,5,5,65,4,5
JUAREZ,2806,B,68,67,6,22,14,81,1,11
JUAREZ,2807,B,49,43,4,7,3,52,0,3
JUAREZ,2807,C1,59,38,1,9,8,48,0,5
JUAREZ,2808,B,57,57,0,8,12,75,2,6
JUAREZ,2808,C1,60,50,2,8,12,59,1,5
JUAREZ,2809,B,33,34,4,11,11,48,1,3
JUAREZ,2809,C1,43,41,4,9,5,83,1,7
JUAREZ,2810,B,75,50,2,10,9,86,0,13
JUAREZ,2810,C1,74,47,1,7,8,91,0,13
JUAREZ,2811,B,80,70,7,17,13,66,0,16
JUAREZ,2811,C1,66,67,3,30,16,55,5,16
JUAREZ,2811,C2,60,79,4,27,11,70,3,7
JUAREZ,2811,C3,75,78,3,23,10,82,4,12
JUAREZ,2811,C4,72,83,1,16,13,66,5,10
JUAREZ,2811,C5,76,140,1,21,11,3,8,0
JUAREZ,2811,C6,84,67,5,20,16,65,0,18
JUAREZ,2811,C7,70,76,2,22,11,70,3,11
JUAREZ,2812,B,82,99,2,14,10,104,0,15
JUAREZ,2813,B,55,64,9,5,9,70,1,3
JUAREZ,2813,C1,40,64,6,14,12,56,0,8
JUAREZ,2814,B,84,63,5,8,15,98,4,15
JUAREZ,2814,C1,73,75,2,16,14,92,3,3
JUAREZ,2814,C2,82,73,4,10,6,92,2,7
JUAREZ,2815,B,86,53,5,20,16,66,0,5
JUAREZ,2815,C1,64,63,5,16,8,66,3,9
JUAREZ,2815,C2,71,51,3,12,19,68,0,8
JUAREZ,2815,C3,73,60,5,16,9,83,4,6
JUAREZ,2815,C4,69,64,4,10,10,65,0,3
JUAREZ,2815,C5,84,65,4,18,17,64,3,5
JUAREZ,2815,C6,72,55,3,25,15,57,3,14
JUAREZ,2815,C7,72,49,1,7,0,68,0,13
JUAREZ,2815,C8,82,56,3,7,8,52,0,9
JUAREZ,2815,C9,64,74,4,11,12,72,1,11
JUAREZ,2815,C10,68,46,2,17,19,49,0,17
JUAREZ,2815,C11,68,49,10,10,10,67,2,9
JUAREZ,2815,ES1,105,53,5,6,14,63,0,8
JUAREZ,2816,B,73,76,2,17,14,69,0,11
JUAREZ,2817,B,87,68,5,11,8,95,0,5
JUAREZ,2818,B,103,72,3,15,13,92,2,16
JUAREZ,2818,C1,93,75,3,10,12,86,0,18
JUAREZ,2818,C2,84,73,1,11,16,96,3,13
JUAREZ,2819,B,84,56,2,14,9,68,0,23
JUAREZ,2819,C1,73,72,3,8,6,70,0,13
JUAREZ,2819,C2,65,77,1,13,5,72,0,15
JUAREZ,2820,B,51,54,1,8,5,50,1,14
JUAREZ,2820,C1,60,55,2,8,5,38,3,2
JUAREZ,2821,B,78,76,3,11,9,67,4,8
JUAREZ,2821,C1,85,78,3,18,11,77,11,2
JUAREZ,2821,C2,76,52,4,19,18,75,4,10
JUAREZ,2821,C3,78,67,5,14,19,86,0,0
JUAREZ,2821,C4,66,53,4,20,16,54,5,12
JUAREZ,2821,C5,71,81,3,19,14,64,6,11
JUAREZ,2821,C6,76,58,2,9,16,71,7,10
JUAREZ,2821,C7,81,68,5,15,16,63,5,6
JUAREZ,2821,C8,84,93,3,18,17,66,0,12
JUAREZ,2821,C9,70,65,5,17,16,76,8,7
JUAREZ,2821,C10,81,59,6,8,10,60,0,9
JUAREZ,2821,C11,81,67,4,15,10,72,0,11
JUAREZ,2821,C12,89,61,3,18,11,72,2,8
JUAREZ,2821,C13,78,61,6,15,14,67,0,11
JUAREZ,2821,C14,77,64,6,9,9,73,10,5
JUAREZ,2822,B,81,98,5,12,15,88,0,12
JUAREZ,2823,B,90,80,7,16,11,84,7,9
JUAREZ,2823,C1,80,65,3,7,12,65,0,26
JUAREZ,2823,C2,70,61,6,8,11,59,0,9
JUAREZ,2823,C3,67,66,2,17,16,81,5,8
JUAREZ,2823,C4,99,60,1,15,11,70,0,12
JUAREZ,2823,C5,90,61,4,15,5,76,0,21
JUAREZ,2823,C6,78,58,2,9,10,74,0,16
JUAREZ,2823,C7,70,85,2,13,8,68,0,7
JUAREZ,2823,C8,73,73,2,19,8,70,3,12
JUAREZ,2823,C9,77,57,5,11,13,65,0,15
JUAREZ,2823,C10,76,73,8,20,13,82,6,7
JUAREZ,2823,C11,50,69,2,12,9,71,0,10
JUAREZ,2824,B,49,62,1,9,15,66,0,14
JUAREZ,2824,C1,66,63,4,12,14,57,1,12
JUAREZ,2825,B,88,92,2,18,17,79,0,16
JUAREZ,2825,C1,78,72,3,20,16,95,2,5
JUAREZ,2826,B,55,73,2,8,9,53,0,20
JUAREZ,2826,C1,54,89,3,12,16,48,3,5
JUAREZ,2827,B,78,55,1,15,18,50,0,12
JUAREZ,2827,C1,62,64,2,14,7,65,0,14
JUAREZ,2829,B,67,61,6,10,4,78,1,5
JUAREZ,2829,C1,75,55,3,8,13,72,0,6
JUAREZ,2830,B,71,92,5,9,9,61,4,12
JUAREZ,2830,C1,47,118,6,12,11,50,5,17
JUAREZ,2830,C2,70,101,4,18,9,58,5,10
JUAREZ,2831,B,55,58,5,8,2,64,0,18
JUAREZ,2831,C1,59,79,2,4,8,55,6,10
JUAREZ,2832,B,70,64,2,3,6,70,0,10
JUAREZ,2832,C1,60,48,0,11,8,69,9,7
JUAREZ,2832,C2,73,71,1,10,8,74,3,17
JUAREZ,2833,B,64,55,2,10,5,79,0,8
JUAREZ,2833,C1,70,63,5,12,7,87,3,5
JUAREZ,2833,C2,70,69,1,9,4,94,3,2
JUAREZ,2834,B,45,52,0,10,8,56,3,11
JUAREZ,2835,B,41,50,4,6,10,46,0,6
JUAREZ,2835,C1,40,61,3,6,8,51,5,9
JUAREZ,2836,B,53,43,2,6,9,51,0,12
JUAREZ,2836,C1,45,47,0,8,4,50,0,6
JUAREZ,2837,B,91,38,1,1,0,70,1,8
JUAREZ,2838,B,60,39,3,11,12,51,0,9
JUAREZ,2838,C1,50,49,6,10,11,60,1,4
JUAREZ,2839,B,66,49,0,11,6,80,3,1
JUAREZ,2839,C1,68,45,3,0,4,89,1,3
JUAREZ,2840,B,83,77,3,11,12,103,4,5
JUAREZ,2841,B,100,75,8,15,12,60,3,4
JUAREZ,2842,B,72,60,4,6,6,70,2,5
JUAREZ,2842,C1,53,54,1,6,8,73,2,5
JUAREZ,2843,B,59,89,1,13,9,70,0,13
JUAREZ,2843,C1,64,74,2,7,6,74,2,4
JUAREZ,2903,B,58,100,3,13,6,56,0,15
JUAREZ,2904,B,61,57,2,2,12,65,0,2
JUAREZ,2905,B,56,92,4,2,7,51,3,13
JUAREZ,2906,B,46,50,3,8,5,43,0,15
JUAREZ,2906,C1,44,52,3,6,10,46,1,6
JUAREZ,2907,B,82,87,4,12,9,54,0,10
JUAREZ,2908,B,90,98,1,12,12,85,0,7
JUAREZ,2909,B,44,53,4,10,6,47,0,7
JUAREZ,2909,C1,44,56,1,4,5,54,0,13
JUAREZ,2910,B,108,71,1,6,9,84,4,10
JUAREZ,2911,B,98,68,6,7,17,68,2,17
JUAREZ,2912,B,47,42,3,4,8,29,3,48
JUAREZ,2912,C1,55,61,0,6,8,46,1,10
JUAREZ,2913,B,104,107,1,15,10,80,9,3
JUAREZ,2914,B,63,68,5,13,12,56,1,4
JUAREZ,2915,B,70,78,3,17,12,64,2,0
JUAREZ,2915,C1,71,74,5,12,10,68,2,6
JUAREZ,2916,B,68,64,3,12,18,71,0,15
JUAREZ,2916,C1,76,87,4,9,19,70,0,9
JUAREZ,2917,B,59,65,2,16,13,64,0,10
JUAREZ,2917,C1,77,65,2,12,9,65,0,5
JUAREZ,2918,B,70,50,3,7,12,71,10,7
JUAREZ,2918,C1,71,37,1,9,13,59,4,7
JUAREZ,2918,C2,95,78,0,0,0,55,8,5
JUAREZ,2919,B,70,50,3,7,12,71,10,7
JUAREZ,2919,C1,50,44,4,3,8,31,1,4
JUAREZ,2920,B,97,57,1,6,12,69,0,5
JUAREZ,2921,B,75,64,2,5,13,59,0,9
JUAREZ,2922,B,72,79,1,9,13,63,6,9
JUAREZ,2923,B,73,58,3,11,12,48,0,16
JUAREZ,2924,B,47,75,8,6,10,48,10,14
JUAREZ,2924,C1,62,68,7,9,6,41,7,10
JUAREZ,2924,C2,57,62,3,11,14,50,4,10
JUAREZ,2924,C3,50,66,3,13,9,40,5,10
JUAREZ,2925,B,67,76,6,22,5,44,6,13
JUAREZ,2926,B,34,64,2,10,6,29,7,6
JUAREZ,2926,C1,54,51,1,9,5,40,0,12
JUAREZ,2927,B,72,75,3,11,10,69,8,11
JUAREZ,2928,B,50,51,0,3,7,31,0,16
JUAREZ,2928,C1,40,43,0,4,3,31,3,2
JUAREZ,2929,B,74,58,5,8,10,49,3,8
JUAREZ,2929,C1,61,70,2,13,12,43,8,7
JUAREZ,2929,C2,52,86,0,10,13,60,5,10
JUAREZ,2930,B,54,66,12,12,8,39,0,0
JUAREZ,2930,C1,63,58,4,7,6,38,5,6
JUAREZ,2930,C2,51,80,4,10,10,48,0,16
JUAREZ,2930,C3,54,59,5,9,8,42,11,8
JUAREZ,2930,C4,61,61,7,1,5,51,0,23
JUAREZ,2930,C5,54,51,9,6,6,38,0,17
JUAREZ,2930,C6,58,68,3,9,14,38,10,3
JUAREZ,2931,B,27,50,8,7,8,27,4,8
JUAREZ,2931,C1,37,41,5,9,6,26,0,10
JUAREZ,2932,B,27,52,1,8,1,43,0,18
JUAREZ,2933,B,71,57,8,8,10,56,0,11
JUAREZ,2934,B,68,81,7,14,17,65,9,12
JUAREZ,2935,B,37,72,2,10,7,58,4,8
JUAREZ,2936,B,78,87,4,14,11,79,0,9
JUAREZ,2937,B,67,56,4,13,9,55,0,3
JUAREZ,2937,C1,58,54,2,3,6,73,0,3
JUAREZ,2938,B,58,53,5,7,10,46,4,3
JUAREZ,2939,B,36,30,2,3,6,36,1,4
JUAREZ,2940,B,18,30,3,1,7,14,3,3
JUAREZ,2941,B,37,48,3,5,7,24,2,4
JUAREZ,2942,B,24,33,1,7,3,21,0,6
JUAREZ,2943,B,41,41,3,6,6,24,3,1
JUAREZ,2944,B,57,53,3,10,7,52,1,5
JUAREZ,2945,B,37,45,3,8,13,44,0,6
JUAREZ,2946,B,27,26,2,6,5,34,0,13
JUAREZ,2947,B,37,35,1,7,5,35,4,5
JUAREZ,2948,B,34,46,4,6,11,24,6,3
JUAREZ,2949,B,17,35,1,4,4,13,0,6
JUAREZ,2950,B,46,54,1,9,4,55,0,3
JUAREZ,2951,B,18,23,2,4,4,19,6,6
JUAREZ,2952,B,21,22,2,2,2,11,0,3
JUAREZ,2953,B,42,39,1,4,2,20,3,4
JUAREZ,2954,B,36,29,4,13,4,35,4,3
JUAREZ,2955,B,33,39,1,6,6,35,4,2
JUAREZ,2956,B,34,26,1,2,4,24,0,3
JUAREZ,2957,B,29,41,2,7,5,36,0,6
JUAREZ,2958,B,36,29,3,4,7,39,2,3
JUAREZ,2959,B,58,46,1,11,4,65,4,2
JUAREZ,2960,B,28,25,0,2,9,30,0,7
JUAREZ,2961,B,14,15,0,0,0,10,0,7
JUAREZ,2962,B,52,63,2,8,5,65,6,7
JUAREZ,2963,B,21,32,1,2,5,18,2,1
JUAREZ,2964,B,27,57,2,1,6,26,4,4
JUAREZ,2965,B,37,45,2,1,1,30,4,2
JUAREZ,2966,B,29,36,2,4,3,30,0,8
JUAREZ,2967,B,18,33,2,2,0,21,0,7
JUAREZ,2968,B,14,22,1,1,5,15,0,4
JUAREZ,2969,B,16,21,1,3,6,20,3,2
JUAREZ,2970,B,23,22,1,2,3,29,0,7
JUAREZ,2971,B,52,68,1,10,10,51,0,19
JUAREZ,2971,C1,65,67,2,7,14,60,6,5
JUAREZ,2971,C2,51,66,2,12,8,39,0,18
JUAREZ,2972,B,24,22,1,3,7,18,0,3
JUAREZ,2973,B,42,30,1,4,11,35,3,5
JUAREZ,2974,B,76,63,3,10,13,63,0,10
JUAREZ,2974,C1,48,70,5,13,6,79,7,8
JUAREZ,2974,C2,93,58,5,14,13,66,9,9
JUAREZ,2974,C3,74,64,2,12,14,74,3,7
JUAREZ,2975,B,35,35,3,2,4,13,3,8
JUAREZ,2976,B,41,54,6,7,12,52,4,7
JUAREZ,2976,C1,68,48,2,13,4,39,0,11
JUAREZ,2976,C2,108,47,3,8,8,53,11,6
JUAREZ,2977,B,45,64,3,10,8,36,0,11
JUAREZ,2978,B,45,23,3,14,12,23,2,3
JUAREZ,2979,B,97,19,3,10,5,20,2,10
JUAREZ,2980,B,41,44,3,5,3,24,2,6
JUAREZ,2981,B,17,22,2,4,10,27,0,6
JUAREZ,2982,B,85,74,3,15,7,59,4,4
JUAREZ,2983,B,44,38,4,8,9,46,0,8
JUAREZ,2983,C1,57,43,0,10,4,42,0,4
JUAREZ,2984,B,41,54,7,17,9,40,0,4
JUAREZ,2985,B,20,18,0,6,2,23,0,5
JUAREZ,2986,B,45,48,6,6,6,51,3,2
JUAREZ,2987,B,22,32,0,8,0,21,0,3
JUAREZ,2988,B,13,15,1,6,2,17,0,5
JUAREZ,2989,B,48,48,4,19,12,55,1,4
JUAREZ,2990,B,56,48,11,8,7,44,7,9
JUAREZ,2991,B,55,56,7,20,6,54,0,20
JUAREZ,2992,B,18,49,1,3,6,21,0,5
JUAREZ,2993,B,59,47,2,11,10,53,0,1
JUAREZ,2994,B,23,40,2,14,6,25,2,4
JUAREZ,2995,B,71,70,1,9,12,66,1,8
JUAREZ,2996,B,22,37,0,12,3,18,3,5
JUAREZ,2997,B,41,45,1,2,6,22,1,7
JUAREZ,2998,B,52,73,4,12,8,32,0,10
JUAREZ,2998,C1,52,73,4,12,8,32,0,10
JUAREZ,2999,B,35,28,2,4,5,37,1,3
JUAREZ,3000,B,38,39,1,7,6,0,50,8
JUAREZ,3001,B,49,40,4,9,10,40,4,1
JUAREZ,3002,B,19,24,1,2,5,27,0,1
JUAREZ,3003,B,23,16,5,5,3,17,1,5
JUAREZ,3004,B,28,64,1,9,5,52,7,4
JUAREZ,3005,B,31,30,2,15,5,30,0,6
JUAREZ,3006,B,26,35,4,8,7,23,1,1
JUAREZ,3007,B,31,25,1,6,0,22,0,5
JUAREZ,3008,B,30,39,0,8,10,30,3,8
JUAREZ,3009,B,22,27,0,3,5,26,0,1
JUAREZ,3010,B,56,83,3,16,0,0,0,14
JUAREZ,3011,B,27,30,3,2,5,14,1,5
JUAREZ,3012,B,24,18,1,9,1,10,0,5
JUAREZ,3013,B,24,29,1,8,4,23,3,5
JUAREZ,3014,B,40,21,3,7,5,37,1,9
JUAREZ,3015,B,38,32,1,6,8,35,0,7
JUAREZ,3016,B,39,53,0,4,9,43,0,12
JUAREZ,3017,B,23,45,0,4,4,32,5,6
JUAREZ,3018,B,30,37,4,5,4,38,0,8
JUAREZ,3019,B,26,43,2,4,2,19,0,13
JUAREZ,3020,B,12,23,1,4,4,14,5,3
JUAREZ,3021,B,40,61,2,3,7,47,7,13
JUAREZ,3021,C1,48,76,4,9,14,31,0,12
JUAREZ,3022,B,17,42,5,8,3,20,0,2
JUAREZ,3023,B,14,29,5,3,7,21,3,3
JUAREZ,3025,B,21,46,0,7,5,7,0,10
JUAREZ,3026,B,20,39,7,5,12,26,0,13
JUAREZ,3027,B,22,48,3,4,4,25,0,10
JUAREZ,3028,B,89,50,3,6,3,60,0,2
JUAREZ,3029,B,108,80,3,4,7,87,2,4
JUAREZ,3030,B,14,16,0,2,1,17,0,2
JUAREZ,3031,B,14,14,1,2,1,16,0,2
JUAREZ,3032,B,148,89,5,5,8,106,0,6
JUAREZ,3033,B,78,34,0,2,6,31,1,1
JUAREZ,3034,B,53,32,1,3,5,37,2,2
JUAREZ,3035,B,63,32,3,1,2,39,0,1
JUAREZ,3036,B,78,41,2,3,5,50,0,2
JUAREZ,3037,B,43,40,2,11,2,31,2,4
JUAREZ,3038,B,19,24,2,4,6,16,0,4
JUAREZ,3039,B,40,23,1,1,2,26,0,8
JUAREZ,3040,B,43,27,3,3,7,31,2,3
JUAREZ,3041,B,30,24,3,3,7,36,2,4
JUAREZ,3042,B,26,38,1,7,11,15,0,8
JUAREZ,3043,B,12,20,0,3,6,19,0,2
JUAREZ,3044,B,26,35,1,5,8,0,18,6
JUAREZ,3045,B,18,23,1,5,7,16,0,4
