MUNICIPIO,SECCION,CASILLA,PAN,PRI_PVEM_PTP_PANAL,PRD,MC,MORENA,INDEPENDIENTE,NO_REG,NULOS
CHIHUAHUA,754,C4,257,86,0,2,2,125,0,2
CHIHUAHUA,755,B,157,46,0,2,5,84,0,0
CHIHUAHUA,756,B,175,48,1,1,2,69,2,7
CHIHUAHUA,756,C1,152,57,1,4,4,67,0,4
CHIHUAHUA,757,B,139,51,0,2,3,65,1,1
CHIHUAHUA,757,C1,143,46,1,4,7,66,0,2
CHIHUAHUA,758,B,210,57,2,6,6,76,0,1
CHIHUAHUA,758,C1,178,86,2,4,6,82,0,2
CHIHUAHUA,759,B,169,71,2,7,7,77,0,1
CHIHUAHUA,759,C1,199,63,4,10,4,75,0,4
CHIHUAHUA,760,B,214,67,3,1,9,88,1,4
CHIHUAHUA,760,C1,235,72,0,8,5,92,0,10
CHIHUAHUA,761,B,208,82,0,4,1,90,0,4
CHIHUAHUA,761,C1,218,74,1,2,2,122,0,4
CHIHUAHUA,762,B,138,69,1,1,8,44,1,11
CHIHUAHUA,762,C1,147,65,2,0,3,55,0,3
CHIHUAHUA,763,B,141,56,1,2,5,34,0,10
CHIHUAHUA,763,C1,134,49,3,1,0,38,0,15
CHIHUAHUA,764,B,179,88,1,2,4,66,0,2
CHIHUAHUA,765,B,193,53,2,1,5,70,0,7
CHIHUAHUA,766,B,114,47,0,2,2,69,0,2
CHIHUAHUA,766,C1,235,36,2,3,2,57,0,4
CHIHUAHUA,767,B,234,81,1,1,4,103,1,3
CHIHUAHUA,767,C1,230,89,1,1,5,101,0,8
CHIHUAHUA,768,B,153,71,0,3,6,50,0,3
CHIHUAHUA,768,C1,165,62,1,2,7,42,0,6
CHIHUAHUA,769,B,240,63,1,3,9,77,0,3
CHIHUAHUA,770,B,197,62,3,2,8,81,0,3
CHIHUAHUA,771,B,159,48,3,3,2,44,0,5
CHIHUAHUA,771,C1,135,53,1,5,9,56,1,1
CHIHUAHUA,772,B,198,50,0,2,4,63,0,7
CHIHUAHUA,772,C1,206,54,2,4,4,53,1,4
CHIHUAHUA,773,B,195,35,1,0,4,60,0,5
CHIHUAHUA,773,C1,170,54,0,2,5,78,0,3
CHIHUAHUA,774,B,245,87,1,5,2,72,0,5
CHIHUAHUA,774,C1,216,68,0,4,0,100,1,5
CHIHUAHUA,775,B,268,93,1,1,2,96,0,6
CHIHUAHUA,775,C1,228,99,2,4,2,95,0,8
CHIHUAHUA,776,B,70,48,1,0,1,22,0,3
CHIHUAHUA,777,B,196,79,3,2,4,69,0,2
CHIHUAHUA,777,C1,190,72,4,3,5,76,0,5
CHIHUAHUA,778,B,229,57,3,3,5,84,0,6
CHIHUAHUA,778,C1,230,58,4,1,2,91,0,6
CHIHUAHUA,779,B,246,71,0,4,5,77,0,1
CHIHUAHUA,779,C1,240,91,0,4,0,106,0,2
CHIHUAHUA,780,B,229,162,2,4,7,102,0,3
CHIHUAHUA,781,B,225,80,3,3,2,82,0,2
CHIHUAHUA,782,B,129,93,5,2,5,57,0,4
CHIHUAHUA,782,C1,146,72,3,4,4,44,0,2
CHIHUAHUA,783,B,226,71,1,2,4,81,0,6
CHIHUAHUA,783,ES1,335,156,6,8,10,226,1,9
CHIHUAHUA,784,B,236,108,4,2,4,128,0,1
CHIHUAHUA,785,B,186,99,1,3,3,78,1,6
CHIHUAHUA,786,B,161,51,4,2,4,37,0,4
CHIHUAHUA,787,B,208,77,2,5,2,64,0,7
CHIHUAHUA,787,C1,216,66,2,5,3,63,1,8
CHIHUAHUA,788,B,252,48,5,1,4,107,0,8
CHIHUAHUA,788,C1,224,64,4,4,8,115,0,11
CHIHUAHUA,789,B,145,52,6,1,9,65,0,4
CHIHUAHUA,789,C1,172,60,4,2,3,57,0,5
CHIHUAHUA,790,B,87,86,3,2,3,17,0,2
CHIHUAHUA,790,C1,70,89,1,1,3,25,0,3
CHIHUAHUA,791,B,177,98,1,11,3,53,0,8
CHIHUAHUA,792,B,175,44,1,7,4,65,0,10
CHIHUAHUA,792,C1,177,49,0,4,2,59,0,2
CHIHUAHUA,793,B,134,39,2,0,1,51,0,6
CHIHUAHUA,793,C1,123,50,1,1,3,34,0,3
CHIHUAHUA,794,B,121,63,2,3,6,44,0,3
CHIHUAHUA,795,B,178,68,1,0,0,65,0,1
CHIHUAHUA,795,C1,179,62,1,1,1,78,0,0
CHIHUAHUA,796,B,224,100,2,0,3,98,0,2
CHIHUAHUA,797,B,219,94,0,0,3,66,0,5
CHIHUAHUA,798,B,270,101,0,3,2,89,0,3
CHIHUAHUA,799,B,195,76,2,3,5,87,0,2
CHIHUAHUA,800,B,180,109,1,2,1,70,0,3
CHIHUAHUA,800,C1,177,93,2,1,2,81,2,6
CHIHUAHUA,800,ES1,338,200,6,2,4,200,1,3
CHIHUAHUA,801,B,246,76,1,0,7,106,0,2
CHIHUAHUA,801,C1,250,73,3,5,5,89,1,3
CHIHUAHUA,802,B,155,37,2,4,4,72,0,3
CHIHUAHUA,803,B,115,61,1,1,7,50,0,5
CHIHUAHUA,804,B,215,62,1,1,5,84,0,5
CHIHUAHUA,804,C1,198,66,4,5,3,80,0,7
CHIHUAHUA,805,B,261,87,3,0,0,135,0,3
CHIHUAHUA,805,C1,281,107,2,1,4,108,0,1
CHIHUAHUA,805,C2,236,102,2,1,3,170,0,2
CHIHUAHUA,805,C3,243,96,3,4,1,165,0,3
CHIHUAHUA,805,C4,266,99,3,4,3,143,0,2
CHIHUAHUA,805,C5,274,80,3,4,1,142,0,0
CHIHUAHUA,805,C6,280,102,0,3,2,137,0,3
CHIHUAHUA,805,C7,282,88,2,2,5,128,1,0
CHIHUAHUA,805,C8,256,87,0,0,1,162,1,1
CHIHUAHUA,805,C9,276,96,9,5,3,138,0,1
CHIHUAHUA,806,B,198,92,1,3,3,96,0,6
CHIHUAHUA,806,C1,196,103,0,5,1,101,0,1
CHIHUAHUA,807,B,190,105,3,3,8,52,1,3
CHIHUAHUA,807,C1,159,108,1,0,9,70,0,3
CHIHUAHUA,808,B,163,56,1,0,3,66,0,2
CHIHUAHUA,808,C1,136,80,0,1,1,82,1,1
CHIHUAHUA,809,B,129,52,1,1,0,73,0,3
CHIHUAHUA,809,C1,149,57,0,2,0,49,0,4
CHIHUAHUA,810,B,263,87,1,4,7,119,0,4
CHIHUAHUA,811,B,81,46,0,5,0,30,0,2
CHIHUAHUA,812,B,174,58,2,3,2,62,1,3
CHIHUAHUA,813,B,213,105,2,5,5,64,0,5
CHIHUAHUA,814,B,168,98,2,8,5,59,0,11
CHIHUAHUA,815,B,132,58,0,3,5,34,0,1
CHIHUAHUA,816,B,180,85,3,1,1,47,2,8
CHIHUAHUA,817,B,166,56,0,6,4,10,0,4
CHIHUAHUA,817,C1,143,62,0,4,4,61,3,0
CHIHUAHUA,818,B,213,92,0,0,8,57,3,5
CHIHUAHUA,819,B,131,48,1,1,1,73,0,1
CHIHUAHUA,819,C1,144,48,2,0,2,62,0,2
CHIHUAHUA,820,B,199,94,1,1,0,78,0,6
CHIHUAHUA,822,B,146,80,1,4,4,54,0,4
CHIHUAHUA,823,B,227,112,0,4,2,148,1,2
CHIHUAHUA,823,C1,268,82,1,2,2,144,0,1
CHIHUAHUA,823,C2,269,90,1,1,5,122,0,3
CHIHUAHUA,824,B,132,68,2,3,4,55,0,2
CHIHUAHUA,824,C1,140,77,1,1,0,56,0,1
CHIHUAHUA,825,B,134,74,1,5,4,55,1,5
CHIHUAHUA,825,C1,138,53,5,2,3,59,1,4
CHIHUAHUA,826,B,203,62,0,0,1,66,0,2
CHIHUAHUA,826,C1,205,65,1,2,3,72,0,1
CHIHUAHUA,827,B,145,49,2,1,4,50,1,5
CHIHUAHUA,827,C1,126,62,2,0,2,66,0,1
CHIHUAHUA,828,B,210,97,2,1,4,66,0,9
CHIHUAHUA,829,B,121,52,0,4,0,37,0,10
CHIHUAHUA,829,C1,117,50,1,2,2,48,1,3
CHIHUAHUA,830,B,221,72,4,2,7,66,0,3
CHIHUAHUA,831,B,170,59,3,2,8,44,0,5
CHIHUAHUA,832,B,186,79,7,0,5,11,0,5
CHIHUAHUA,833,B,188,82,0,2,6,58,0,4
CHIHUAHUA,834,B,111,47,2,1,5,46,1,6
CHIHUAHUA,835,B,196,54,2,3,4,68,1,4
CHIHUAHUA,836,B,153,61,2,3,1,57,0,4
CHIHUAHUA,836,C1,178,48,1,4,1,64,0,0
CHIHUAHUA,837,B,151,59,2,1,1,70,0,3
CHIHUAHUA,837,C1,174,59,2,2,2,64,1,2
CHIHUAHUA,838,B,182,89,1,1,2,154,0,0
CHIHUAHUA,838,C1,206,89,1,0,3,130,0,4
CHIHUAHUA,838,C2,191,97,0,0,1,122,0,3
CHIHUAHUA,839,B,204,94,2,3,0,116,0,3
CHIHUAHUA,839,C1,212,84,0,1,0,134,0,3
CHIHUAHUA,839,C2,211,86,2,1,2,120,0,4
CHIHUAHUA,839,C3,219,76,2,2,1,123,0,3
CHIHUAHUA,839,C4,188,89,1,1,5,123,0,3
CHIHUAHUA,840,B,151,52,0,2,7,127,0,8
CHIHUAHUA,840,C1,159,59,0,0,3,137,0,1
CHIHUAHUA,841,B,113,48,3,4,1,88,0,0
CHIHUAHUA,841,C1,121,40,2,0,1,86,1,4
CHIHUAHUA,842,B,148,57,2,0,1,61,0,8
CHIHUAHUA,842,C1,157,45,1,2,1,48,0,0
CHIHUAHUA,843,B,133,53,0,2,4,37,0,4
CHIHUAHUA,844,B,146,67,2,4,3,87,2,9
CHIHUAHUA,845,B,206,63,3,5,2,72,0,3
CHIHUAHUA,845,C1,205,62,1,3,5,94,0,2
CHIHUAHUA,846,B,229,107,1,2,2,135,1,6
CHIHUAHUA,846,C1,279,94,3,0,2,130,0,3
CHIHUAHUA,846,C2,236,92,1,4,5,158,0,3
CHIHUAHUA,847,B,223,94,3,4,3,122,0,5
CHIHUAHUA,847,C1,232,84,4,1,3,138,0,0
CHIHUAHUA,847,C2,202,90,0,2,3,132,1,2
CHIHUAHUA,847,C3,233,82,0,4,9,133,1,1
CHIHUAHUA,847,C4,217,101,1,5,5,116,1,2
CHIHUAHUA,848,B,201,73,0,3,7,131,2,9
CHIHUAHUA,848,C1,176,72,3,4,2,116,6,6
CHIHUAHUA,848,C2,193,84,1,3,5,111,0,13
CHIHUAHUA,849,B,171,85,1,7,6,101,3,7
CHIHUAHUA,849,C1,169,77,3,3,8,83,0,4
CHIHUAHUA,849,C2,145,79,2,2,7,106,0,4
CHIHUAHUA,849,C3,167,65,5,4,5,86,0,11
CHIHUAHUA,849,C4,180,76,7,5,7,76,0,5
CHIHUAHUA,849,C5,180,67,0,7,17,102,0,4
CHIHUAHUA,849,EX1,136,46,3,3,6,72,0,4
CHIHUAHUA,849,EX2,157,74,2,7,3,93,0,5
CHIHUAHUA,849,EX2 C1,178,70,5,5,0,85,0,3
CHIHUAHUA,850,B,136,71,3,4,3,78,0,4
CHIHUAHUA,850,C1,151,90,6,2,5,92,0,4
CHIHUAHUA,851,B,143,110,8,5,5,65,0,13
CHIHUAHUA,852,B,121,60,0,7,7,43,0,1
CHIHUAHUA,852,C1,88,46,3,2,4,56,3,3
CHIHUAHUA,852,EX1,150,59,2,3,8,71,0,6
CHIHUAHUA,852,EX1 C1,168,43,2,6,7,83,0,0
CHIHUAHUA,852,EX1 C2,148,56,3,1,5,64,0,3
CHIHUAHUA,852,EX1 C3,145,46,3,6,4,73,0,2
CHIHUAHUA,852,EX1 C4,122,51,1,5,10,82,0,7
CHIHUAHUA,852,EX1 C5,132,45,0,8,8,78,0,6
CHIHUAHUA,853,B,163,72,2,3,4,65,0,7
CHIHUAHUA,854,B,118,74,4,4,6,50,0,9
CHIHUAHUA,854,ES1,349,179,8,12,9,152,0,9
CHIHUAHUA,855,B,156,69,3,3,2,41,0,10
CHIHUAHUA,855,C1,154,76,7,4,1,52,0,12
CHIHUAHUA,855,C2,154,68,2,1,6,49,0,8
CHIHUAHUA,856,B,67,34,1,2,2,42,0,4
CHIHUAHUA,857,B,117,45,1,0,9,0,0,5
CHIHUAHUA,857,C1,123,28,3,1,2,42,0,5
CHIHUAHUA,858,B,138,51,1,2,6,66,0,8
CHIHUAHUA,858,C1,130,76,3,2,0,59,0,6
CHIHUAHUA,859,B,190,87,0,5,6,90,0,8
CHIHUAHUA,860,B,98,62,3,3,4,50,0,4
CHIHUAHUA,860,C1,122,68,1,0,2,44,0,6
CHIHUAHUA,861,B,124,37,0,1,2,31,0,8
CHIHUAHUA,862,B,115,47,1,2,0,61,1,4
CHIHUAHUA,862,C1,107,47,1,3,1,62,1,3
CHIHUAHUA,862,EX1,91,30,1,2,2,37,0,2
CHIHUAHUA,863,B,104,57,0,3,2,39,0,10
CHIHUAHUA,863,C1,116,56,0,2,3,53,0,5
CHIHUAHUA,864,B,132,70,1,3,3,60,0,10
CHIHUAHUA,865,B,154,67,4,2,7,60,0,9
CHIHUAHUA,865,C1,154,67,4,2,7,60,0,9
CHIHUAHUA,866,B,164,65,2,1,7,62,0,3
CHIHUAHUA,867,B,112,68,0,2,0,57,0,2
CHIHUAHUA,867,C1,122,52,2,3,2,51,0,3
CHIHUAHUA,868,B,106,56,4,3,2,52,0,3
CHIHUAHUA,868,C1,129,50,1,1,3,40,0,6
CHIHUAHUA,869,B,183,73,3,7,8,68,0,6
CHIHUAHUA,869,C1,170,71,0,4,8,76,0,11
CHIHUAHUA,870,B,168,87,0,4,9,60,1,6
CHIHUAHUA,870,C1,152,72,5,2,0,78,1,12
CHIHUAHUA,871,B,171,85,0,1,4,92,0,12
CHIHUAHUA,871,C1,196,81,2,3,5,66,0,8
CHIHUAHUA,872,B,154,55,3,2,2,46,0,3
CHIHUAHUA,872,C1,134,48,1,0,0,56,0,16
CHIHUAHUA,872,C2,131,47,2,3,9,63,1,8
CHIHUAHUA,873,B,139,101,1,3,2,45,0,8
CHIHUAHUA,873,C1,137,86,2,3,5,46,1,12
CHIHUAHUA,874,B,124,60,2,5,3,59,0,10
CHIHUAHUA,874,C1,154,92,1,2,5,62,0,0
CHIHUAHUA,875,B,153,76,1,4,5,60,0,9
CHIHUAHUA,875,C1,154,70,0,5,7,65,2,10
CHIHUAHUA,876,B,138,54,1,4,2,51,0,7
CHIHUAHUA,876,C1,152,54,2,4,3,43,1,5
CHIHUAHUA,876,C2,126,64,0,3,4,50,1,2
CHIHUAHUA,877,B,98,59,6,6,3,34,0,2
CHIHUAHUA,877,C1,86,69,3,1,4,47,0,8
CHIHUAHUA,877,C2,101,49,4,1,5,56,0,3
CHIHUAHUA,878,B,150,64,2,8,6,60,1,4
CHIHUAHUA,878,C1,136,68,6,5,7,49,0,6
CHIHUAHUA,879,B,158,74,2,3,1,66,1,5
CHIHUAHUA,879,C1,141,59,7,6,3,60,0,6
CHIHUAHUA,879,C2,143,70,4,8,3,56,2,9
CHIHUAHUA,879,C3,127,65,2,4,6,62,0,13
CHIHUAHUA,879,EX1,119,59,1,5,7,52,2,5
CHIHUAHUA,879,EX1 C1,116,58,1,0,9,64,0,10
CHIHUAHUA,880,B,111,54,4,7,6,58,0,7
CHIHUAHUA,880,C1,137,54,2,1,5,46,0,7
CHIHUAHUA,880,C2,108,65,1,1,5,49,1,7
CHIHUAHUA,881,B,108,71,4,2,2,24,0,5
CHIHUAHUA,881,C1,103,64,0,5,0,28,0,8
CHIHUAHUA,881,C2,78,66,2,5,3,33,1,4
CHIHUAHUA,881,EX1,135,62,1,2,7,49,0,11
CHIHUAHUA,881,EX1 C1,154,52,2,5,12,50,0,10
CHIHUAHUA,882,B,137,68,5,8,9,45,0,10
CHIHUAHUA,882,C1,150,59,2,2,3,60,0,5
CHIHUAHUA,882,EX1,150,59,2,2,3,60,0,5
CHIHUAHUA,882,EX1 C1,163,51,1,2,4,54,0,4
CHIHUAHUA,882,EX2,74,52,0,0,0,29,0,8
CHIHUAHUA,882,EX2 C1,54,71,1,2,2,24,1,4
CHIHUAHUA,883,B,158,73,3,3,5,81,0,12
CHIHUAHUA,883,C1,155,73,2,5,6,84,0,7
CHIHUAHUA,883,EX1,170,67,3,3,3,49,1,9
CHIHUAHUA,883,EX1 C1,133,77,3,6,7,64,0,12
CHIHUAHUA,883,EX1 C2,143,93,4,2,4,56,0,8
CHIHUAHUA,884,B,108,53,2,1,10,60,0,7
CHIHUAHUA,884,C1,106,68,3,2,4,65,0,7
CHIHUAHUA,884,C2,126,54,4,3,2,44,1,1
CHIHUAHUA,884,C3,124,50,2,2,7,61,0,5
CHIHUAHUA,884,EX1,126,134,2,5,7,52,0,12
CHIHUAHUA,884,EX1 C1,147,130,0,4,8,59,0,17
CHIHUAHUA,884,EX2,113,78,2,1,6,40,0,8
CHIHUAHUA,884,EX2 C1,118,53,1,2,3,39,0,1
CHIHUAHUA,885,B,165,48,0,3,10,56,0,6
CHIHUAHUA,885,C1,175,46,0,1,4,54,0,5
CHIHUAHUA,886,B,30,83,12,0,2,1,1,5
CHIHUAHUA,887,B,24,54,0,2,1,15,0,6
CHIHUAHUA,889,B,88,125,3,2,4,22,0,6
CHIHUAHUA,889,C1,49,92,1,1,8,16,0,9
CHIHUAHUA,890,B,98,112,1,4,4,14,0,12
CHIHUAHUA,891,B,39,75,3,0,5,0,0,12
CHIHUAHUA,893,B,125,88,11,0,2,26,0,5
CHIHUAHUA,894,B,155,89,3,0,1,23,0,9
CHIHUAHUA,894,C1,121,86,0,0,1,26,0,0
CHIHUAHUA,895,B,127,78,2,1,3,27,0,5
CHIHUAHUA,895,C1,131,81,4,3,5,28,0,11
CHIHUAHUA,895,EX1,94,59,3,7,4,44,1,0
CHIHUAHUA,895,EX1 C1,108,48,0,5,5,44,0,5
CHIHUAHUA,895,EX1 C2,106,56,0,5,2,41,2,7
CHIHUAHUA,895,EX1 C3,120,70,0,2,7,56,0,5
CHIHUAHUA,895,EX2,122,52,5,6,11,46,1,2
CHIHUAHUA,895,EX2 C1,108,55,2,5,5,54,0,3
CHIHUAHUA,895,EX2 C2,123,60,3,3,6,48,0,17
CHIHUAHUA,895,EX2 C3,111,59,4,7,6,0,0,0
CHIHUAHUA,895,EX2 C4,105,57,3,5,4,53,0,2
CHIHUAHUA,895,EX2 C5,110,53,1,4,3,51,0,2
CHIHUAHUA,895,EX2 C6,122,53,5,6,5,63,0,8
CHIHUAHUA,895,EX3,120,60,2,2,10,53,0,2
CHIHUAHUA,895,EX3 C1,121,47,4,5,2,55,0,11
CHIHUAHUA,895,EX4,90,37,2,0,3,52,0,4
CHIHUAHUA,895,EX4 C1,78,26,0,4,7,44,0,7
CHIHUAHUA,895,EX4 C2,72,37,5,2,6,49,1,6
CHIHUAHUA,895,EX5,63,27,1,3,5,22,0,4
CHIHUAHUA,897,B,188,90,14,4,6,74,0,7
CHIHUAHUA,897,EX1,127,73,4,6,2,56,0,4
CHIHUAHUA,898,B,204,88,0,0,4,0,0,6
CHIHUAHUA,899,B,105,99,1,2,6,36,1,6
CHIHUAHUA,900,B,28,22,3,0,0,4,1,3
CHIHUAHUA,901,B,43,62,0,0,0,7,0,1
CHIHUAHUA,902,B,52,62,0,1,1,4,0,4
CHIHUAHUA,903,B,69,93,0,0,2,3,0,5
CHIHUAHUA,904,B,118,82,1,1,0,6,0,11
CHIHUAHUA,905,B,96,74,1,1,2,5,1,6
CHIHUAHUA,905,EX1,44,81,0,0,1,3,0,6
CHIHUAHUA,906,B,170,50,0,4,0,51,0,6
CHIHUAHUA,906,C1,169,36,0,3,4,55,0,0
CHIHUAHUA,908,B,102,34,1,3,2,45,0,2
CHIHUAHUA,909,B,127,79,0,1,7,33,0,5
CHIHUAHUA,910,B,191,66,4,4,10,89,0,8
CHIHUAHUA,2844,B,168,41,1,8,5,102,0,8
CHIHUAHUA,2844,C1,171,51,4,0,4,82,1,3
CHIHUAHUA,2844,C2,157,52,1,4,7,78,0,6
CHIHUAHUA,2844,C3,186,50,1,7,3,96,2,7
CHIHUAHUA,2844,C4,172,53,3,5,6,83,0,5
CHIHUAHUA,2845,B,172,56,3,3,8,73,1,5
CHIHUAHUA,2846,B,88,35,2,6,6,46,0,0
CHIHUAHUA,2847,B,138,56,1,12,9,56,0,7
CHIHUAHUA,2848,B,147,34,2,6,5,76,0,10
CHIHUAHUA,2848,C1,155,42,2,6,4,80,0,7
CHIHUAHUA,2848,C2,157,53,3,2,3,78,0,3
CHIHUAHUA,2848,C3,149,47,2,6,7,103,0,4
CHIHUAHUA,2848,C4,160,35,6,12,12,77,0,5
CHIHUAHUA,2849,B,114,72,5,2,10,40,0,7
CHIHUAHUA,2849,C1,129,90,5,7,6,41,0,8
CHIHUAHUA,2850,B,135,106,6,11,8,70,1,5
CHIHUAHUA,2851,B,141,53,1,7,7,65,1,8
CHIHUAHUA,2852,B,128,57,5,1,12,88,3,4
CHIHUAHUA,2853,B,91,44,3,5,1,54,1,3
CHIHUAHUA,2853,C1,108,39,1,4,3,51,0,4
CHIHUAHUA,2854,B,198,73,2,6,8,90,0,7
CHIHUAHUA,2855,B,98,34,1,1,6,55,0,3
CHIHUAHUA,2855,C1,102,37,1,0,2,43,1,10
CHIHUAHUA,2856,B,197,39,3,4,6,95,0,6
CHIHUAHUA,2857,B,177,50,1,1,2,56,0,5
CHIHUAHUA,2858,B,69,53,4,2,2,26,0,16
CHIHUAHUA,2858,C1,83,66,0,1,4,41,0,3
CHIHUAHUA,2858,C2,77,59,1,4,4,31,0,0
CHIHUAHUA,2859,B,117,53,0,2,7,39,0,0
CHIHUAHUA,2859,C1,110,47,3,2,7,37,1,2
CHIHUAHUA,2860,B,108,45,0,4,4,69,0,3
CHIHUAHUA,2860,C1,130,42,0,2,3,56,0,4
CHIHUAHUA,2861,B,144,56,7,4,5,68,2,5
CHIHUAHUA,2862,B,129,37,2,1,5,69,0,5
CHIHUAHUA,2862,C1,105,45,2,0,3,59,0,5
CHIHUAHUA,2863,B,109,47,2,2,3,50,0,2
CHIHUAHUA,2864,B,100,37,2,4,1,31,0,3
CHIHUAHUA,2864,C1,112,41,0,2,5,40,0,5
CHIHUAHUA,2865,B,77,56,2,0,4,46,0,12
CHIHUAHUA,2865,C1,98,40,1,1,1,46,0,5
CHIHUAHUA,2866,B,109,42,1,4,0,53,0,8
CHIHUAHUA,2867,B,120,35,0,2,1,66,0,3
CHIHUAHUA,2867,C1,124,31,1,2,0,67,1,2
CHIHUAHUA,2868,B,131,43,3,6,4,42,0,2
CHIHUAHUA,2868,C1,99,39,2,4,4,66,0,2
CHIHUAHUA,2869,B,119,39,0,7,2,46,0,6
CHIHUAHUA,2869,C1,97,42,2,2,2,51,2,7
CHIHUAHUA,2870,B,92,48,2,4,4,44,0,8
CHIHUAHUA,2870,C1,100,41,4,1,2,40,0,8
CHIHUAHUA,2871,B,61,56,2,3,2,36,0,6
CHIHUAHUA,2871,C1,78,55,3,1,3,32,0,6
CHIHUAHUA,2872,B,88,44,2,3,4,60,1,5
CHIHUAHUA,2872,C1,96,51,4,5,5,48,0,5
CHIHUAHUA,2873,B,180,81,1,5,4,92,1,7
CHIHUAHUA,2874,B,106,39,3,0,6,62,0,3
CHIHUAHUA,2874,C1,109,37,3,4,4,66,0,1
CHIHUAHUA,2875,B,112,46,0,1,3,72,1,1
CHIHUAHUA,2875,C1,100,35,1,2,5,74,0,8
CHIHUAHUA,2876,B,94,32,3,1,2,24,0,4
CHIHUAHUA,2876,C1,93,36,1,2,2,30,0,8
CHIHUAHUA,2877,B,96,32,1,3,8,53,0,3
CHIHUAHUA,2877,C1,86,41,1,3,4,39,0,8
CHIHUAHUA,2878,B,103,60,2,4,3,35,0,8
CHIHUAHUA,2878,C1,95,45,3,2,5,46,0,5
CHIHUAHUA,2879,B,132,49,0,2,6,57,0,6
CHIHUAHUA,2880,B,100,40,2,3,6,41,0,5
CHIHUAHUA,2880,C1,91,40,4,2,3,48,0,0
CHIHUAHUA,2881,B,102,76,2,3,4,24,0,9
CHIHUAHUA,2882,B,90,43,3,3,3,46,0,5
CHIHUAHUA,2882,C1,89,38,0,4,4,0,0,0
CHIHUAHUA,2883,B,87,71,4,5,3,38,0,4
CHIHUAHUA,2883,C1,78,64,5,5,3,44,1,5
CHIHUAHUA,2884,B,101,58,5,2,0,46,1,4
CHIHUAHUA,2884,C1,79,53,0,0,4,40,1,8
CHIHUAHUA,2885,B,192,53,3,5,0,94,0,9
CHIHUAHUA,2886,B,143,56,2,7,6,108,0,0
CHIHUAHUA,2887,B,170,61,5,3,6,117,1,7
CHIHUAHUA,2888,B,84,27,3,4,2,64,0,4
CHIHUAHUA,2888,C1,110,36,0,7,4,42,0,4
CHIHUAHUA,2889,B,92,32,2,2,3,49,0,8
CHIHUAHUA,2889,C1,90,34,0,4,1,46,0,6
CHIHUAHUA,2890,B,101,218,3,1,3,52,0,0
CHIHUAHUA,2890,C1,106,28,2,2,0,47,0,2
CHIHUAHUA,2891,B,218,65,0,6,6,118,0,4
CHIHUAHUA,2892,B,137,39,0,3,4,55,0,6
CHIHUAHUA,2892,C1,109,51,0,3,5,63,0,6
CHIHUAHUA,2893,B,109,45,0,3,2,58,1,5
CHIHUAHUA,2893,C1,138,30,0,3,0,76,0,5
CHIHUAHUA,2894,B,106,38,1,2,4,57,0,2
CHIHUAHUA,2894,C1,120,42,0,2,4,40,0,2
CHIHUAHUA,2895,B,125,33,1,6,3,71,1,3
CHIHUAHUA,2895,C1,114,36,1,2,5,74,0,4
CHIHUAHUA,2896,B,126,50,1,5,7,71,2,4
CHIHUAHUA,2896,C1,131,27,3,3,1,60,0,3
CHIHUAHUA,2897,B,196,61,1,12,13,84,0,4
CHIHUAHUA,2898,B,140,28,3,5,3,71,1,8
CHIHUAHUA,2898,C1,117,33,0,1,2,95,0,6
CHIHUAHUA,2899,B,153,31,2,1,6,73,0,3
CHIHUAHUA,2899,C1,126,43,4,5,6,93,1,8
CHIHUAHUA,2900,B,185,34,3,1,8,0,0,3
CHIHUAHUA,2900,C1,136,47,1,6,1,106,0,4
CHIHUAHUA,2901,B,143,41,1,5,3,78,0,2
CHIHUAHUA,2901,C1,140,41,1,5,10,71,0,3
CHIHUAHUA,2902,B,159,48,0,7,4,69,0,5
CHIHUAHUA,2902,C1,155,50,1,3,6,76,0,2
CHIHUAHUA,3177,B,181,73,3,5,5,125,0,4
CHIHUAHUA,3178,B,146,39,4,3,5,105,0,3
CHIHUAHUA,3178,C1,143,39,3,4,5,90,1,5
CHIHUAHUA,3179,B,137,53,1,4,2,110,0,1
CHIHUAHUA,3179,C1,131,57,0,4,2,112,0,5
CHIHUAHUA,3180,B,128,55,1,4,6,76,0,1
CHIHUAHUA,3181,B,128,24,2,5,3,74,0,0
CHIHUAHUA,3182,B,131,44,0,3,4,94,0,1
CHIHUAHUA,3183,B,187,56,2,5,2,81,1,3
CHIHUAHUA,3184,B,96,24,1,0,1,53,0,3
CHIHUAHUA,3185,B,132,46,0,3,1,75,4,1
CHIHUAHUA,3186,B,103,38,0,1,6,67,0,1
CHIHUAHUA,3187,B,195,64,5,2,2,81,0,5
CHIHUAHUA,3188,B,147,57,3,5,6,107,0,1
CHIHUAHUA,3189,B,114,37,0,1,1,68,0,2
CHIHUAHUA,3190,B,155,26,2,4,6,79,0,6
CHIHUAHUA,3191,B,168,38,2,4,0,114,1,2
CHIHUAHUA,3192,B,197,73,4,1,0,113,0,1
CHIHUAHUA,3193,B,166,62,3,4,4,95,0,3
CHIHUAHUA,3194,B,181,105,1,4,4,104,0,4
CHIHUAHUA,3195,B,163,34,1,6,4,115,0,4
CHIHUAHUA,3196,B,241,95,3,3,3,147,0,4
CHIHUAHUA,3197,B,111,40,1,2,1,50,0,1
CHIHUAHUA,3198,B,162,54,3,1,8,91,1,2
CHIHUAHUA,3199,B,134,76,0,0,4,57,0,1
